127.0.0.1 - - [14/Jan/2023:18:37:08 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:08 +0530] "GET /Project1/Index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:08 +0530] "GET /Project1/Bootstrap/CSS/style1.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:08 +0530] "GET /Project1/Pics/banners/Winter_Sale.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/Panda_Royalty.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/New%20Year%20banner.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/Formals2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/female%20formals.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/Valentine_Day_2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/Formals.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/shoes.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/Royal%20Range.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/winters.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/formal%20sq.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/flats.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/platforms.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/loafers.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/BTS.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/banners/panda%20drip.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/footer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/Pics/panda.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:09 +0530] "GET /Project1/addToCart.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:10 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:14 +0530] "GET /Project1/AdminProfile HTTP/1.1" 200 3933
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:14 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:15 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:59 +0530] "POST /Project1/AdminLogin HTTP/1.1" 200 3466
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:59 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:37:59 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:12 +0530] "POST /Project1/AdminLogin HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:12 +0530] "GET /Project1/Bootstrap/CSS/style1.css HTTP/1.1" 200 27665
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:13 +0530] "GET /Project1/Bootstrap/CSS/ProductSans-Regular.woff HTTP/1.1" 200 25720
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:13 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:13 +0530] "GET /Project1/Pics/panda.png HTTP/1.1" 200 44643
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:13 +0530] "GET /Project1/footer.html HTTP/1.1" 200 8445
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:13 +0530] "GET /Project1/addToCart.js HTTP/1.1" 200 2956
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:13 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:14 +0530] "GET /Project1/Pics/panda.png HTTP/1.1" 200 44643
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:25 +0530] "GET /Project1/AdminProfile?job=see%20product HTTP/1.1" 200 35865
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:25 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:25 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:47 +0530] "GET /Project1/AdminProfile HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:47 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:47 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:48 +0530] "GET /Project1/AdminProfile?job=edit%20product%20page HTTP/1.1" 200 11657
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:49 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:49 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:43:52 +0530] "POST /Project1/AdminProfile HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:04 +0530] "GET /Project1/AdminProfile HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:04 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:04 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:05 +0530] "GET /Project1/AdminProfile?job=delete%20product HTTP/1.1" 200 10554
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:06 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:06 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:13 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:15 +0530] "GET /Project1/AdminProfile?job=edit%20product%20page HTTP/1.1" 200 18145
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:15 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:15 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:19 +0530] "POST /Project1/AdminProfile HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:20 +0530] "GET /Project1/AdminProfile HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:20 +0530] "POST /Project1/Cart HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:22 +0530] "GET /Project1/AdminProfile?job=delete%20product HTTP/1.1" 200 17042
0:0:0:0:0:0:0:1 - - [14/Jan/2023:18:44:22 +0530] "GET /Project1/header.jsp HTTP/1.1" 200 10733
